C00004812|43081|2017|104|104|1
C00004812|43081|2017|104|208|2
C00004812|43081|2017|104|312|3
C00004812|43081|2017|104|334|4
C00434811|49071|2017|104|15|1
C00434811|20814|2017|104|150|1
C00434811|19454|2017|104|38|1
C00434811|48076|2017|104|25|1
C00434811|19425|2017|104|25|1
C00434811|19087|2017|104|25|1
C00434811|19454|2017|22|138|2
C00434811|07039|2017|22|20|1
C00434811|19010|2017|22|25|1
C00434811|18902|2017|15|25|1
C00434811|19335|2017|15|25|1
C00434811|92782|2017|15|40|1
C00434811|19067|2017|150|35|1
C00434811|19341|2017|150|20|1
C00434811|33547|2017|150|25|1
C00434811|40356|2017|150|15|1
C00434811|19355|2017|38|25|1
C00434811|22124|2017|38|25|1
C00434811|19355|2017|38|175|2
C00434811|64082|2017|25|100|1
C00434811|01756|2017|25|19|1
C00434811|19046|2017|25|38|1
C00434811|13066|2017|25|20|1
C00434811|17050|2017|25|15|1
C00434811|30022|2017|25|30|1
C00434811|11724|2017|25|50|1
C00434811|66207|2017|25|25|1
C00434811|07739|2017|25|20|1
C00434811|35124|2017|25|25|1
C00434811|37934|2017|100|20|1
C00434811|66213|2017|100|20|1
C00434811|32141|2017|100|40|1
C00434811|95356|2017|20|15|1
C00434811|78641|2017|20|25|1
C00434811|06488|2017|20|15|1
C00434811|14450|2017|20|20|1
C00434811|37212|2017|25|100|1
C00434811|25313|2017|25|25|1
C00434811|98272|2017|25|15|1
C00434811|19382|2017|25|20|1
C00434811|43068|2017|25|20|1
C00434811|80206|2017|25|25|1
C00434811|10028|2017|25|25|1
C00434811|19454|2017|25|158|3
C00434811|01950|2017|25|15|1
C00434811|18976|2017|25|20|1
C00434811|55391|2017|40|20|1
C00434811|18923|2017|40|20|1
C00434811|66061|2017|40|25|1
C00434811|91941|2017|35|20|1
C00434811|64155|2017|35|25|1
C00434811|66213|2017|35|45|2
C00434811|64081|2017|20|20|1
C00434811|07054|2017|20|15|1
C00434811|20002|2017|20|50|1
C00434811|19312|2017|20|25|1
C00434811|20817|2017|25|19|1
C00434811|98332|2017|25|20|1
C00434811|85224|2017|25|30|1
C00434811|03079|2017|15|25|1
C00434811|19425|2017|15|75|2
C00434811|64152|2017|15|30|1
C00434811|19460|2017|25|50|1
C00176214|98371|2017|25|10|1
C00176214|98371|2017|25|20|2
C00176214|98371|2017|25|30|3
C00176214|98371|2017|25|40|4
C00176214|98371|2017|25|50|5
C00176214|98371|2017|25|60|6
C00176214|98371|2017|150|70|7
C00176214|98371|2017|150|80|8
